Período;Região;ULS;Entidade;Localização Geográfica;Nº Notícias Nascimento;Nº de Nascer Utente
2016-09;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;42;45.0
2016-09;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;164;161.0
2016-09;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;204;361.0
2016-09;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;118;0.0
2016-10;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;174;4.0
2016-10;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;201;294.0
2016-10;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;74;63.0
2016-10;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;33;22.0
2016-10;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;2;0.0
2016-10;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;146;125.0
2016-10;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;115;2.0
2016-10;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;67;0.0
2016-10;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;0;131.0
2016-11;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;110;27.0
2016-11;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;253;12.0
2016-11;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;119;40.0
2016-11;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;84;96.0
2016-11;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;125;0.0
2016-12;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;169;167.0
2016-12;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;120;1.0
2016-12;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;157;20.0
2016-12;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;83;128.0
2016-12;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;99;0.0
2016-12;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;33;30.0
2016-12;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;37;40.0
2016-12;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;78;80.0
2016-12;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;241;240.0
2017-01;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;214;304.0
2017-01;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;264;18.0
2017-01;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;3;1.0
2017-01;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;119;83.0
2017-02;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;257;239.0
2017-02;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;156;45.0
2017-02;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;55;0.0
2017-02;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;111;103.0
2017-02;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;48;51.0
2017-02;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;148;78.0
2017-02;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;0;106.0
2017-03;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;159;131.0
2017-03;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;0;0.0
2017-03;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;82;17.0
2017-03;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;100;100.0
2017-03;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;311;18.0
2017-03;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;92;0.0
2017-03;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;0;123.0
2017-04;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;102;74.0
2017-04;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;83;0.0
2017-04;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;260;19.0
2017-04;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;89;17.0
2017-04;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;100;73.0
2017-04;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;40;27.0
2017-04;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;104;7.0
2017-04;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;73;3.0
2017-04;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;37;16.0
2017-04;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;206;160.0
2017-05;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;102;69.0
2017-05;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;193;61.0
2017-05;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;35;45.0
2017-05;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;228;0.0
2017-05;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;201;154.0
2017-05;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;130;0.0
2017-05;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;18;0.0
2017-05;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;275;253.0
2017-06;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;52;0.0
2017-06;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;149;48.0
2017-06;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;87;3.0
2017-06;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;78;64.0
2017-06;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;116;86.0
2017-06;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;47;5.0
2017-06;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;24;0.0
2017-06;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;28;0.0
2017-06;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;99;38.0
2017-07;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;278;273.0
2017-07;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;193;29.0
2017-07;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;212;202.0
2017-07;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;33;16.0
2017-07;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;109;87.0
2017-08;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;251;113.0
2017-08;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;279;17.0
2017-08;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;96;83.0
2017-08;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;127;0.0
2017-08;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;128;71.0
2017-08;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;46;8.0
2017-08;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;204;74.0
2017-08;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;81;63.0
2017-09;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;20;31.0
2017-09;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;194;15.0
2017-09;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;118;3.0
2017-09;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;46;11.0
2017-09;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;50;61.0
2017-09;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;107;122.0
2017-09;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;55;69.0
2017-09;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;219;104.0
2017-09;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;131;39.0
2017-09;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;145;90.0
2017-09;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;0;18.0
2017-10;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;188;137.0
2017-10;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;181;0.0
2017-10;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;113;81.0
2017-10;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;204;19.0
2017-10;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;224;10.0
2017-10;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;110;5.0
2017-10;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;258;227.0
2017-10;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;50;0.0
2017-10;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;195;158.0
2017-11;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;160;16.0
2017-11;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;73;0.0
2017-11;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098215;374;325.0
2017-11;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;90;73.0
2017-11;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;156;79.0
2017-11;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;102;64.0
2017-12;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098216;216;298.0
2017-12;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;146;108.0
2017-12;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;105;55.0
2017-12;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;43;3.0
2017-12;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;1;117.0
2017-12;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;35;21.0
2017-12;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;75;0.0
2017-12;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;31;45.0
2017-12;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;227;0.0
2018-01;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;45;36.0
2018-01;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;129;75.0
2018-01;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;176;20.0
2018-01;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;52;0.0
2018-01;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;107;0.0
2018-01;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;198;0.0
2018-01;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;145;114.0
2018-02;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;4;10.0
2018-02;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172621;218;218.0
2018-02;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;35;62.0
2018-02;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;194;0.0
2018-02;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;26;19.0
2018-02;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;126;130.0
2018-02;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;108;0.0
2018-02;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;70;1.0
2018-03;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;131;116.0
2018-03;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;76;0.0
2018-03;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;39;54.0
2018-03;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;0;7.0
2018-03;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;140;109.0
2018-03;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981273;22;39.0
2018-04;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;29;47.0
2018-04;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;88;0.0
2018-04;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;108;80.0
2018-04;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.409822;317;306.0
2018-04;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981274;3;33.0
2018-04;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;215;15.0
2018-04;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;96;86.0
2018-04;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;178;20.0
2018-04;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;49;73.0
2018-04;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;112;137.0
2018-05;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981275;16;36.0
2018-05;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;147;49.0
2018-05;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;85;51.0
2018-05;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098221;342;358.0
2018-05;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;121;71.0
2018-05;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;215;0.0
2018-05;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;222;90.0
2018-05;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;188;88.0
2018-06;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734798;53;52.0
2018-06;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258502;90;84.0
2018-06;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;70;0.0
2018-06;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;166;4.0
2018-06;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;84;0.0
2018-07;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982707;169;165.0
2018-07;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;0;104.0
2018-07;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721228;76;0.0
2018-07;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;179;101.0
2018-07;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972618;118;49.0
2018-07;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;222;34.0
2018-07;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;225;47.0
2018-08;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;42;0.0
2018-08;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;126;94.0
2018-08;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;100;64.0
2018-08;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;30;34.0
2018-08;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;196;176.0
2018-08;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;325;338.0
2018-08;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;268;234.0
2018-08;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;36;0.0
2018-08;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;107;69.0
2018-08;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;129;98.0
2018-08;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;238;152.0
2018-09;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;102;0.0
2018-09;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;90;0.0
2018-09;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;37;0.0
2018-09;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;100;73.0
2018-09;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;94;77.0
2018-09;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;227;110.0
2018-10;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;173;167.0
2018-10;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;97;96.0
2018-10;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;228;90.0
2018-10;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;70;0.0
2018-10;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;163;163.0
2018-10;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;115;153.0
2018-10;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;92;79.0
2018-11;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;13;39.0
2018-11;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;173;163.0
2018-11;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;125;125.0
2018-11;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;217;13.0
2018-11;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;24;33.0
2018-11;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;174;172.0
2018-11;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;98;0.0
2018-11;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;156;126.0
2018-11;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;117;70.0
2018-12;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;73;47.0
2018-12;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;215;55.0
2018-12;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;119;77.0
2018-12;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;30;0.0
2018-12;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;171;158.0
2019-01;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;45;45.0
2019-01;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;243;16.0
2019-01;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;86;83.0
2019-01;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;230;115.0
2019-01;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;152;110.0
2019-01;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;43;31.0
2019-01;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;155;136.0
2019-01;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;148;126.0
2019-02;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;95;59.0
2019-02;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;184;13.0
2019-02;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;29;27.0
2019-03;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;242;14.0
2019-03;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;95;83.0
2019-03;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;91;105.0
2019-03;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;116;101.0
2019-03;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;44;35.0
2019-03;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;272;138.0
2019-03;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;109;57.0
2019-04;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;126;87.0
2019-04;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;181;139.0
2019-04;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;82;63.0
2019-04;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;101;75.0
2019-04;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;85;57.0
2019-04;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;34;28.0
2019-04;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;147;127.0
2019-04;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;164;138.0
2019-04;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;104;88.0
2019-05;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;35;0.0
2019-05;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;168;212.0
